序号,项目名称,房源描述,建筑面积,户型,楼层,总层数,朝向,建筑年代,单价（元/平米）,总价（万元）,所属学校,距离学校,所在区县,学区内小区个数,普通,小班教学,区重点,体育类,艺术类,语文类,双语,科技类,名校附属,市重点,外语类
6317,新金都城市花园,"飞机户型,带阁楼,使用面积大,不靠马路,求是星洲",99,3室2厅,高层,6,南北向,2000,40531,400,求是教育集团星洲小学,0.56km,西湖,13个小区,否,是,是,否,否,否,否,否,否,否,否
6318,新金都城市花园,送阁楼 送 而且还是可以做四房 急售!,114,4室2厅,高层,6,南北向,2016,38275,435,求是教育集团星洲小学,0.56km,西湖,13个小区,否,是,是,否,否,否,否,否,否,否,否
6319,大关西六苑,"水晶城旁,两房朝南,南北通透,精美装秀两房 房子很干净 舒服",74,2室2厅,高层,7,南向,1996,26451,196,杭州市大关苑第一小学,0.31km,大关,8个小区,是,是,否,否,否,否,否,否,否,否,否
6320,新金都城市花园,"新金都城市花园东边户,两房朝南,客厅朝东,优房已待,求是星洲",134,4室2厅,高层,6,南北向,2001,41066,550,求是教育集团星洲小学,0.56km,西湖,13个小区,否,是,是,否,否,否,否,否,否,否,否
6321,新金都城市花园,房东定好别墅急售 品质小区 户型正气 南北通透 自住清爽装修,133,3室2厅,中层,7,南北向,2002,40301,536,求是教育集团星洲小学,0.56km,西湖,13个小区,否,是,是,否,否,否,否,否,否,否,否
6322,现代雅苑,雅苑小套 两房朝南 性价比很高 房东诚心出售 价格可议,89,2室2厅,低层,22,南向,2005,29076,260,杭州市现代实验小学现代校区,0.42km,下城,6个小区,否,是,是,否,否,否,否,否,否,否,否
6323,新金都城市花园,求是新金都城市花园 不沿马路买好房 上门急降40万急售,141,3室2厅,中层,6,南北向,2000,38652,545,求是教育集团星洲小学,0.56km,西湖,13个小区,否,是,是,否,否,否,否,否,否,否,否
6324,盛德嘉苑,"卖区,跃层东边套相当于5跃6送一个大露台N多储物空间",111,5室2厅,高层,6,南北向,2010,38120,425,卖鱼桥小学湖墅霞湾校区,1.03km,和睦,16个小区,是,是,否,否,否,否,是,否,否,否,否
6325,大关西六苑,"3年内的18万精装,3楼南北通透,急降10万诚心售",63,2室1厅,低层,6,东南向,2000,25714,162,杭州市大关苑第一小学,0.31km,大关,8个小区,是,是,否,否,否,否,否,否,否,否,否
6326,大关西六苑,精装修 南北通透 楼层好 采光佳,58,1室0厅,高层,7,南向,1996,28297,165,杭州市大关苑第一小学,0.31km,大关,8个小区,是,是,否,否,否,否,否,否,否,否,否
6327,大关西六苑,低于市场5000一方;20万婚房精装;实用面积62,70,2室1厅,高层,6,南向,1997,27429,192,杭州市大关苑第一小学,0.31km,大关,8个小区,是,是,否,否,否,否,否,否,否,否,否
6328,大关西六苑,"大关总价低,,南北通透,可直接,房子诚心卖",58,2室1厅,低层,7,南向,1996,28966,168,杭州市大关苑第一小学,0.31km,大关,8个小区,是,是,否,否,否,否,否,否,否,否,否
6329,大关西六苑,"水晶城旁,2年内精装修婚房,家具家电全送,送地下储藏室,好房",59,2室2厅,高层,6,南北向,1996,25641,150,杭州市大关苑第一小学,0.31km,大关,8个小区,是,是,否,否,否,否,否,否,否,否,否
6330,现代雅苑,"两房朝南厅朝南:采光不遮挡,中间楼层,价格好谈",137,3室2厅,高层,11,南北向,2003,34430,470,杭州市现代实验小学现代校区,0.42km,下城,6个小区,否,是,是,否,否,否,否,否,否,否,否
6331,万家花园家和苑,全明西边套 2室2厅南北通透 真正的 双 出行方便,68,2室2厅,中层,6,南向,2010,29334,200,杭州濮家小学教育集团万家校区,0.24km,闸弄口,8个小区,否,是,是,否,否,否,否,否,否,否,否
6332,万家花园家和苑,3房2厅 户型正气 38万精装 房东诚售直降15万 首付3成,126,3室2厅,低层,6,南向,2003,28524,360,杭州濮家小学教育集团万家校区,0.24km,闸弄口,8个小区,否,是,是,否,否,否,否,否,否,否,否
6333,万家花园家和苑,万家花园 小高层东边套 两房朝南厅朝东南北通透 阳光沐浴房!,136,3室2厅,中层,11,南北向,2005,29412,400,杭州濮家小学教育集团万家校区,0.24km,闸弄口,8个小区,否,是,是,否,否,否,否,否,否,否,否
6334,大关西六苑,"大关2000年后的房子,西边套户型正气,两房朝南 客厅30方",82,2室1厅,高层,7,南向,2000,29878,245,杭州市大关苑第一小学,0.31km,大关,8个小区,是,是,否,否,否,否,否,否,否,否,否
6335,大关西六苑,"紧挨水晶城,首付37万,月供5千4,20万装修,!",57,2室2厅,中层,7,南向,1997,25965,148,杭州市大关苑第一小学,0.31km,大关,8个小区,是,是,否,否,否,否,否,否,否,否,否
6336,紫金观巷,浙一 低于市场价 可改两房两厅 精装修 南北通透 低总价,45,1室1厅,高层,7,南北向,1995,37433,168,杭州市宗文小营实验学校,0.22km,上城,10个小区,是,是,否,否,否,否,是,否,否,否,否
6337,紫金观巷,"市浙一新出好房,精装两房,阳光无遮挡!居家过渡之选!",52,2室1厅,高层,6,南北向,2010,38077,198,杭州市宗文小营实验学校,0.22km,上城,10个小区,是,是,否,否,否,否,是,否,否,否,否
6338,新金都城市花园,"动静分离的3房全明户型,4楼采光不错,不占",109,3室2厅,中层,6,南北向,2010,47000,510,求是教育集团星洲小学,0.56km,西湖,13个小区,否,是,是,否,否,否,否,否,否,否,否
6339,万家花园家和苑,三开间朝南 一梯两户 楼层好3楼 全明户型 装修清爽首付3成,130,3室2厅,中层,6,南北向,2003,33513,435,杭州濮家小学教育集团万家校区,0.24km,闸弄口,8个小区,否,是,是,否,否,否,否,否,否,否,否
6340,紫金观巷,新上房源!紫金观巷 户型好 交通方便 成熟社区,51,2室1厅,高层,6,南向,1995,37950,194,杭州市宗文小营实验学校,0.22km,上城,10个小区,是,是,否,否,否,否,是,否,否,否,否
6341,新金都城市花园,南北通透 采光 全明户型 两房朝南,194,5室3厅,高层,6,南北向,2000,38327,745,求是教育集团星洲小学,0.56km,西湖,13个小区,否,是,是,否,否,否,否,否,否,否,否
6342,新金都城市花园,求是星洲 140方改善大四房 南北双阳台 税 不占 精装修,140,3室2厅,高层,6,南向,2000,34310,480,求是教育集团星洲小学,0.56km,西湖,13个小区,否,是,是,否,否,否,否,否,否,否,否
6343,新金都城市花园,"房东换房子急需首付款,求是星洲房,送40万车库和带阁楼!",136,4室2厅,高层,6,南北向,2000,40885,558,求是教育集团星洲小学,0.56km,西湖,13个小区,否,是,是,否,否,否,否,否,否,否,否
6344,万家花园家和苑,2.5W单价经典跃层 送50方南北双露台 5房精装 四世同堂,311,5室4厅,高层,13,南北向,2003,25723,800,杭州濮家小学教育集团万家校区,0.24km,闸弄口,8个小区,否,是,是,否,否,否,否,否,否,否,否
6345,万家花园家和苑,万家花园 新出大三房 户型正气 楼层位置佳 有钥匙,137,3室2厅,低层,11,南向,2002,39927,547,杭州濮家小学教育集团万家校区,0.24km,闸弄口,8个小区,否,是,是,否,否,否,否,否,否,否,否
6346,大关西六苑,"钱江水晶城旁边中装2房,房东诚心售卖,看房随时",60,2室1厅,中层,6,南北向,1996,30506,182,杭州市大关苑第一小学,0.31km,大关,8个小区,是,是,否,否,否,否,否,否,否,否,否
6347,紫金观巷,浙一 全明户型 南北通透 豪华装修 闹中取静 房东诚心卖,51,2室1厅,高层,6,南向,1990,38732,198,杭州市宗文小营实验学校,0.22km,上城,10个小区,是,是,否,否,否,否,是,否,否,否,否
6348,新金都城市花园,"户型正气通透,采光好的,位置好的,产权清晰,交房正常!",82,3室2厅,中层,6,南北向,2000,40244,330,求是教育集团星洲小学,0.56km,西湖,13个小区,否,是,是,否,否,否,否,否,否,否,否
6349,新金都城市花园,求是星洲就学 新金都城市花园 四房两卫 全明东边户 带车位,189,4室2厅,低层,9,南北向,2016,41252,780,求是教育集团星洲小学,0.56km,西湖,13个小区,否,是,是,否,否,否,否,否,否,否,否
6350,万家花园家和苑,送车位 5楼全明西边套 4房景观房 阳台可以看到幼 儿 园,164,4室2厅,中层,11,南北向,2003,30488,500,杭州濮家小学教育集团万家校区,0.24km,闸弄口,8个小区,否,是,是,否,否,否,否,否,否,否,否
6351,富阳公元名家,"5.5米层高一层一,富阳30万方综合体吃喝玩乐就在楼下",40,2室1厅,低层,21,南向,2016,13000,52,富阳市富春四小,0.69km,富阳,10个小区,是,是,否,否,否,否,是,否,否,否,否
6352,紫金观巷,马市板块 1楼带院子 带院子 速度,60,2室1厅,低层,7,南向,1995,44996,272,杭州市宗文小营实验学校,0.22km,上城,10个小区,是,是,否,否,否,否,是,否,否,否,否
6353,紫金观巷,"市地段,浙二医院旁、两房朝南,25万精装修",51,2室1厅,中层,5,南北向,1996,43137,220,杭州市宗文小营实验学校,0.22km,上城,10个小区,是,是,否,否,否,否,是,否,否,否,否
6354,万家花园家和苑,万家好房 3房朝南西边套.2年内精装修.让生活更惬意.,121,3室2厅,低层,6,南北向,2003,31405,380,杭州濮家小学教育集团万家校区,0.24km,闸弄口,8个小区,否,是,是,否,否,否,否,否,否,否,否
6355,万家花园家和苑,30万精装!两房两厅!中间楼层!房东置换!!,89,2室2厅,中层,6,南向,2003,34831,310,杭州濮家小学教育集团万家校区,0.24km,闸弄口,8个小区,否,是,是,否,否,否,否,否,否,否,否
6356,富阳公元名家,"富阳5.5米酒店式公寓,6号线旁,小面积低总价,精装交付",36,1室1厅,中层,18,南向,2017,16111,58,富阳市富春四小,0.69km,富阳,10个小区,是,是,否,否,否,否,是,否,否,否,否
6357,富阳公元名家,富春新天地 精装修 临6号轻轨 自带综合体 首开优惠,30,1室2厅,中层,20,南北向,2015,16667,50,富阳市富春四小,0.69km,富阳,10个小区,是,是,否,否,否,否,是,否,否,否,否
6358,富阳公元名家,乐汇城 富阳区轻轨六号线旁5.5米层高的精装酒店式公寓!!!,45,2室2厅,中层,12,南向,2016,10793,49,富阳市富春四小,0.69km,富阳,10个小区,是,是,否,否,否,否,是,否,否,否,否
6359,横燕子弄,"青蓝本部,2房2厅,小3房格局,,就没了",57,2室1厅,低层,7,南北向,1994,32269,185,杭州市青蓝小学,0.17km,下城,9个小区,否,是,否,否,否,否,否,否,否,是,否
6360,城市果岭,保利品质!精装修三房两卫!全新装修可直接入住!,89,3室2厅,高层,36,南向,2014,25843,230,下沙经济开发区启源小学,0.31km,下沙沿江,4个小区,是,是,否,否,否,否,否,否,否,否,否
6361,世纪花城,途家欢乐颂 精装修5.48公寓 直接,50,2室2厅,低层,8,南向,2016,11600,58,富阳市实验小学虎山校区,39.71km,富阳,3个小区,否,是,是,否,否,否,否,否,否,否,否
6362,横燕子弄,"青蓝,精装修南北2房,户型正气,采光无遮挡,急卖!",44,2室1厅,高层,7,南北向,1994,34099,150,杭州市青蓝小学,0.17km,下城,9个小区,否,是,否,否,否,否,否,否,否,是,否
6363,丁香公馆,丁香公馆115方两房两厅公寓精装修品质民用水电天然气全新未住,115,2室2厅,高层,15,东北向,2011,18261,210,萧山湘湖小学,0.68km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
6364,万家花园家和苑,滨江建造.中间楼层 成熟小区周边环绕 居住皆宜,96,2室1厅,中层,6,南北向,2003,31250,300,杭州濮家小学教育集团万家校区,0.24km,闸弄口,8个小区,否,是,是,否,否,否,否,否,否,否,否
6365,横燕子弄,凤起路环北 8万精装南北通透 单价 总价低,41,1室1厅,中层,7,南北向,1994,36585,150,杭州市青蓝小学,0.17km,下城,9个小区,否,是,否,否,否,否,否,否,否,是,否
6366,横燕子弄,"青蓝本部,阳光5楼,精装2房,远低于市场价",65,2室2厅,高层,7,南北向,1994,35077,228,杭州市青蓝小学,0.17km,下城,9个小区,否,是,否,否,否,否,否,否,否,是,否
6367,城市果岭,"城市果岭新出自住精装修三房两卫,江景房,家电家具全部",89,3室2厅,高层,27,南北向,2014,22584,201,下沙经济开发区启源小学,0.31km,下沙沿江,4个小区,是,是,否,否,否,否,否,否,否,否,否
6368,万家花园家和苑,全明东边套 送婚房40万精装修 全明户型 格局好 口,111,3室2厅,高层,11,南向,2003,32432,360,杭州濮家小学教育集团万家校区,0.24km,闸弄口,8个小区,否,是,是,否,否,否,否,否,否,否,否
6369,美政花苑,美政四房中等装修户型好南北通透 采光无遮挡 配套齐全随时看房,149,4室2厅,高层,15,南北向,1999,30201,450,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6370,美政花苑,"海事楼新出两房,总价低,采光好,可看到江景",70,2室1厅,高层,7,南北向,2000,32641,228,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6371,美政花苑,"真、美政花苑、3室一厅、清爽装修、3楼、两房南一房北,厅带窗",72,3室1厅,中层,7,南向,1999,42361,305,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6372,美政花苑,复兴板块!全明西边套!2楼 两房朝南!20万精装 !,80,2室2厅,中层,7,南北向,1999,37500,300,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6373,美政花苑,南北两房 清爽装修 中间楼层 适合小两口或者三口之家,54,2室1厅,中层,7,,1999,36667,198,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6374,金隅田员外,新上 大面积户型 金隅田员外 大三房 边套 包双税 单价低,127,3室2厅,低层,20,南北向,2016,24409,310,省教科院附属小学(田园校区),0.41km,半山,5个小区,是,否,否,否,否,否,否,是,否,否,否
6375,浪琴翠园,"浪琴翠园新上06年电梯房,一梯两户两南一北全明,送30万精装",123,3室2厅,中层,11,南北向,2006,36585,450,杭州市湖墅学校,0.19km,湖墅,5个小区,是,是,否,否,否,否,否,否,否,否,否
6376,美政花苑,美政3房 两房朝南一房朝北 南北通透 楼层好 看房方便,72,3室1厅,高层,7,南北向,1998,31228,225,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6377,美政花苑,"美政新出96方,大三房,全明东边套,5楼、精装修",96,3室1厅,中层,7,南向,1999,33403,320,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6378,美政花苑,"海事楼新出两房,总价低,采光好,可看到江景",70,2室1厅,高层,7,南北向,2000,32641,228,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6379,金隅田员外,金隅田员外 虎山公园旁 准现房 北京开发商 自然养生天堂,64,2室2厅,中层,19,南北向,2016,21562,138,省教科院附属小学(田园校区),0.41km,半山,5个小区,是,否,否,否,否,否,否,是,否,否,否
6380,金隅田员外,金隅田员外 虎山公园旁 现房 两房朝南 依山傍水 可随时看房,89,2室2厅,中层,20,南北向,2016,26966,240,省教科院附属小学(田园校区),0.41km,半山,5个小区,是,否,否,否,否,否,否,是,否,否,否
6381,后市街,"西湖边口,后市街楼层两房,精装,采光无遮挡 值得一看",54,2室1厅,低层,7,南北向,1997,33333,180,杭州市高银巷小学,0.22km,清波,13个小区,否,是,是,否,否,否,是,否,否,否,否
6382,红树林花园,一梯两户 送50万精装修 阳光楼层 车位另卖30万 全明户型,132,3室2厅,高层,25,南向,2005,34848,460,浙江省教育科学研究院附属实验学校,0.36km,闸弄口,14个小区,否,是,是,否,否,否,否,否,否,否,否
6383,美政花苑,美政民航 两房朝南 87方 加送露台阁楼 清爽装修,87,2室1厅,高层,7,南向,2000,34483,300,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6384,美政花苑,复兴板块美政花苑架空一楼精装修厨房客厅带窗采光不错只有个税,62,2室1厅,低层,7,南向,2000,39516,245,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6385,美政花苑,"美政花苑新上大三房,户型正气,视线开阔",96,3室1厅,高层,7,南北向,2010,33403,320,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6386,红树林花园,"首付127万,自住婚房40万精装修,免双税省30万,诚售",113,3室2厅,中层,25,南向,2005,34513,390,浙江省教育科学研究院附属实验学校,0.36km,闸弄口,14个小区,否,是,是,否,否,否,否,否,否,否,否
6387,美政花苑,美政经典两房!全明户型!厨卫带窗,48,2室1厅,高层,7,南北向,2010,31566,150,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6388,美政花苑,"美政花苑2室1厅,精致装修,楼层佳,采光好,周边配套齐全",48,2室1厅,中层,7,南向,1998,34737,165,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6389,后市街,后市街新房南北通透清爽装修房东置换大房子诚心出售采光好,56,2室1厅,高层,7,南北向,1995,39640,220,杭州市高银巷小学,0.22km,清波,13个小区,否,是,是,否,否,否,是,否,否,否,否
6390,后市街,西湖边口 户型正 两房朝南 4楼采光好 房东诚售,60,2室2厅,中层,7,南向,1997,42000,252,杭州市高银巷小学,0.22km,清波,13个小区,否,是,是,否,否,否,是,否,否,否,否
6391,运河宸园,",豪华装修,卖小文澜,口,三房两卫",89,3室2厅,低层,18,南北向,2016,49438,440,卖鱼桥小学文澜校区,0.72km,祥符,16个小区,否,是,是,否,否,否,否,否,否,否,否
6392,运河宸园,"运河宸园采光好,舒适小区,舒心的家,高",89,3室2厅,高层,15,南北向,2016,56180,500,卖鱼桥小学文澜校区,0.72km,祥符,16个小区,否,是,是,否,否,否,否,否,否,否,否
6393,定安东苑,西湖边 新出房源 很久才出一套 中间楼层 南北通透,48,2室1厅,低层,6,南向,2003,49969,238,杭州市高银巷小学,0.39km,清波,13个小区,否,是,是,否,否,否,是,否,否,否,否
6394,运河宸园,豪装户型 房真实急售 古运河旁 拥有浓厚历史气息,89,3室2厅,中层,11,南北向,2016,47191,420,卖鱼桥小学文澜校区,0.72km,祥符,16个小区,否,是,是,否,否,否,否,否,否,否,否
6395,运河宸园,宸园 此价格不还价 FK方式好的优先 此房已定 欲买从速,89,3室2厅,中层,18,南北向,2016,50562,450,卖鱼桥小学文澜校区,0.72km,祥符,16个小区,否,是,是,否,否,否,否,否,否,否,否
6396,美政花苑,美政花苑 精装修 全明西边套户型 光照充足 好房,86,2室2厅,高层,7,南北向,2000,40698,350,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6397,美政花苑,"美政花苑小区中间,中间楼层,自住装修,满五且",83,3室1厅,中层,6,北向,2010,36245,300,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6398,美政花苑,"复兴区美政花苑精装电梯房,两梯两户,三开间朝南,可见江景",150,4室2厅,低层,19,南北向,1999,33333,500,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6399,美政花苑,"全明大3房,客厅带窗,20平露台,房东诚心出售,看房方便!",144,3室2厅,低层,15,南北向,1999,33333,480,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6400,美政花苑,小陈诚推:美政花苑 房源 普通住宅 新出!!,72,2室2厅,高层,7,南北向,1998,33033,238,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6401,美政花苑,61方 自住精装 户型正气 不用爬楼 楼房东诚售 直降5万,60,2室1厅,低层,6,南向,2000,41542,250,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6402,后市街,西湖边口 户型正 两房朝南 4楼采光好 房东诚售,60,2室2厅,中层,7,南向,1997,42000,252,杭州市高银巷小学,0.22km,清波,13个小区,否,是,是,否,否,否,是,否,否,否,否
6403,美政花苑,"美政全明大两房,客厅带窗,楼层适中,房东诚心出售,看房方便!",48,2室1厅,中层,7,南北向,1999,41667,200,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6404,美政花苑,"两房朝南,厅朝南次卧朝北送储7平方,南北双阳台,看房找何添添",120,3室2厅,中层,7,南北向,1999,32500,390,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6405,美政花苑,"美政新上两房,3楼,户型正气,装修清爽,无增税,房东急售",48,2室1厅,中层,7,南向,1999,30833,148,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6406,美政花苑,"美政民航,两房两厅,中间楼层,得房,一梯两户,两房朝南",86,2室2厅,中层,7,南向,2000,39452,340,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6407,运河宸园,"运河宸园,小区景观位置,楼层佳,卖小文澜,口150米",136,3室2厅,中层,18,南北向,2016,62500,850,卖鱼桥小学文澜校区,0.72km,祥符,16个小区,否,是,是,否,否,否,否,否,否,否,否
6408,运河宸园,",精装好房,紧凑,南北通透,口,卖小",89,3室2厅,低层,18,南北向,2016,53371,475,卖鱼桥小学文澜校区,0.72km,祥符,16个小区,否,是,是,否,否,否,否,否,否,否,否
6409,丁香公馆,丁香公馆 81方一房两厅精装修 户型很方正楼层视野好 诚心售,81,1室2厅,高层,16,北向,2011,14797,120,萧山湘湖小学,0.68km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
6410,运河宸园,"运河宸园136方精装大四房,东边套,全明户型,看房方便。",136,3室2厅,低层,18,南北向,2016,57353,780,卖鱼桥小学文澜校区,0.72km,祥符,16个小区,否,是,是,否,否,否,否,否,否,否,否
6411,运河宸园,"运河宸园精装修,南北通透,楼层,卖小,,看房方便",89,3室2厅,低层,18,南北向,2016,53933,480,卖鱼桥小学文澜校区,0.72km,祥符,16个小区,否,是,是,否,否,否,否,否,否,否,否
6412,运河宸园,"宸园,独门独户,紧凑三房,南北通透,口,卖小",89,3室2厅,高层,18,南北向,2016,56180,500,卖鱼桥小学文澜校区,0.72km,祥符,16个小区,否,是,是,否,否,否,否,否,否,否,否
6413,运河宸园,"宸园,独门独户,紧凑三房,南北通透,口,卖小",89,3室2厅,高层,18,南北向,2016,56180,500,卖鱼桥小学文澜校区,0.72km,祥符,16个小区,否,是,是,否,否,否,否,否,否,否,否
6414,美政花苑,复兴美政 新出标准正气两房 客厅朝南带窗 南北通透,68,2室1厅,高层,7,南北向,2010,41176,280,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6415,美政花苑,"美政民航,好房,3楼,一梯两户,采光好,得房率!",86,2室2厅,中层,7,南向,2000,39452,340,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6416,东鑫方汇花苑,老余杭汽车站旁 高品质方汇花苑3房2厅2卫精装205万,132,3室2厅,高层,6,南北向,2005,15530,205,余杭太炎小学(城南校区),0.15km,老余杭,11个小区,否,是,是,否,否,否,否,否,否,否,否
6417,东鑫方汇花苑,"转盘,跃层全明户型,低总价,生活配套齐全,适宜居住",140,5室2厅,低层,5,南北向,2006,18571,260,余杭太炎小学(城南校区),0.15km,老余杭,11个小区,否,是,是,否,否,否,否,否,否,否,否
6418,丁香公馆,丁香公馆 精装修三房户型 房东出售,169,3室2厅,中层,11,南北向,2011,21893,370,萧山湘湖小学,0.68km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
6419,丁香公馆,"丁香公馆精装交付,几乎没有在卖的H户型,独立厨房,随时看",64,1室1厅,低层,20,南北向,2011,18750,120,萧山湘湖小学,0.68km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
6420,丁香公馆,"丁香公馆精装单身公寓98万,就是杭州乐园,配套全拎包住",63,1室1厅,高层,15,南北向,2011,15453,98,萧山湘湖小学,0.68km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
6421,运河宸园,"运河宸园精装修,南北通透,楼层,卖小,,看房方便",89,3室2厅,高层,18,南北向,2016,62921,560,卖鱼桥小学文澜校区,0.72km,祥符,16个小区,否,是,是,否,否,否,否,否,否,否,否
6422,美政花苑,精装一房!主卧卫生间朝南户型 有独立的客厅 江景 南北通,37,1室1厅,高层,7,南向,1998,30108,112,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6423,美政花苑,"店长推荐:美政花苑民航房子,户型正气,采光,可",86,3室2厅,高层,7,南向,2010,31286,270,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6424,运河宸园,"打造,品质典范,全名三房西边套,精装!!5号线门口",71,3室2厅,低层,15,南北向,2016,51408,365,卖鱼桥小学文澜校区,0.72km,祥符,16个小区,否,是,是,否,否,否,否,否,否,否,否
6425,美政花苑,"复兴,美政花苑,新出两房,阳光好",61,3室1厅,高层,7,南北向,1998,40391,248,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6426,美政花苑,"飞机户型,黄今楼层,户型正气,精装修,看房方便有钥匙",118,3室2厅,中层,7,南北向,2000,38123,450,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6427,文晖铭园,"成熟小区,适合居住,出行方便,价格实惠,诚心出售可谈价,",47,1室1厅,低层,6,南向,2007,26539,125,浙江省教育科学研究院附属实验学校,0.43km,闸弄口,14个小区,否,是,是,否,否,否,否,否,否,否,否
6428,嘉绿青苑,30万精装刚刚装好 置换学军直接卖掉 没住随时看房,75,2室1厅,中层,12,南北向,2007,27881,210,文三街小学教育集团嘉绿苑小学,0.22km,西湖,12个小区,否,是,是,否,否,否,否,否,是,否,否
6429,嘉绿青苑,30万精装刚刚装好 置换学军直接卖掉 没住随时看房,64,2室2厅,中层,18,南北向,2007,38342,246,文三街小学教育集团嘉绿苑小学,0.22km,西湖,12个小区,否,是,是,否,否,否,否,否,是,否,否
6430,美政花苑,"为你而选,美政北区商品房,一梯两户两房朝南,楼层好",118,3室2厅,中层,7,南北向,1998,33040,390,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6431,美政花苑,美政花苑 南北通透 交通便捷 配套齐全 温馨婚房 三口之家,61,2室1厅,高层,7,南向,1998,28062,170,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6432,长明寺巷小区,长明寺巷小三房 南北通透 两房朝南 楼层好采光好 看房联系我,66,3室1厅,低层,7,南北向,1987,40152,265,杭州市大学路小学,0.47km,上城,12个小区,否,是,是,否,否,否,是,否,是,否,否
6433,长明寺巷小区,长明寺巷 2000年商品房 质量过硬 全明东边套 !,101,1室0厅,低层,7,南北向,1994,37055,375,杭州市大学路小学,0.47km,上城,12个小区,否,是,是,否,否,否,是,否,是,否,否
6434,长明寺巷小区,"30万精装,15方室内面积,3房朝南,全明户型,",101,3室2厅,低层,7,南北向,1994,35570,360,杭州市大学路小学,0.47km,上城,12个小区,否,是,是,否,否,否,是,否,是,否,否
6435,嘉绿青苑,小区环境好 户型好 位置安静 看房方便 不沿马路,96,2室2厅,高层,25,南北向,2006,36126,345,文三街小学教育集团嘉绿苑小学,0.22km,西湖,12个小区,否,是,是,否,否,否,否,否,是,否,否
6436,嘉绿青苑,嘉绿青苑 35万精装修 业主急需紫金周转 让价20万诚心出售,135,3室2厅,中层,18,东南向,2007,38519,520,文三街小学教育集团嘉绿苑小学,0.22km,西湖,12个小区,否,是,是,否,否,否,否,否,是,否,否
6437,美政花苑,美政民航房东委托 江景房带车位 精装修 大开间 房东诚售,148,4室1厅,低层,18,南向,2005,35811,530,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
